lead_time,adults,children,average_daily_rate,total_of_special_requests,stays_in_weekend_nights,stays_in_week_nights,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,required_car_parking_spaces
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
1,2,0.0,12.0,1,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
1,3,0.0,18.0,2,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
1,1,0.0,60.0,0,0,3,0,0,0,0,0
1,1,0.0,60.0,0,0,3,0,0,0,0,0
33,2,0.0,67.5,1,0,4,0,0,0,0,0
33,2,0.0,67.5,1,0,4,0,0,0,0,0
34,2,0.0,62.0,0,0,2,0,0,0,0,0
84,2,0.0,76.5,1,0,3,0,0,0,0,0
0,2,0.0,98.0,0,0,1,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
36,2,0.0,62.0,0,0,2,0,0,0,0,0
112,2,0.0,76.5,1,2,2,0,0,0,0,0
125,2,0.0,76.5,1,2,2,0,0,0,0,0
92,2,0.0,76.5,1,2,4,0,0,0,0,0
92,2,0.0,76.5,2,2,4,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
30,2,0.0,86.0,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
1,2,0.0,50.8,0,1,1,0,0,1,0,0
30,2,0.0,86.0,0,2,1,0,0,0,0,0
30,2,0.0,86.0,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
30,2,0.0,86.0,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
30,2,0.0,86.0,0,2,1,0,0,0,0,0
30,2,0.0,86.0,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
30,2,0.0,86.0,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
124,2,0.0,94.5,0,2,1,0,0,0,0,0
16,2,0.0,62.0,0,2,2,0,0,0,0,0
16,2,0.0,62.0,0,2,2,0,0,0,0,0
16,2,0.0,62.0,0,2,2,0,0,0,0,0
16,2,0.0,62.0,0,2,2,0,0,0,0,0
16,2,0.0,62.0,0,2,2,0,0,0,0,0
107,2,0.0,63.75,1,2,4,0,0,0,0,0
145,2,0.0,76.5,1,2,1,0,0,0,0,0
39,2,0.0,62.0,0,1,1,0,0,0,0,0
39,2,0.0,62.0,0,1,1,0,0,0,0,0
2,2,0.0,98.0,1,1,1,0,0,0,0,0
39,2,0.0,62.0,0,1,1,0,0,0,0,0
39,2,0.0,62.0,0,1,1,0,0,0,0,0
39,2,0.0,62.0,0,1,1,0,0,0,0,0
4,2,0.0,75.0,0,1,1,0,0,0,0,0
39,2,0.0,62.0,0,1,1,0,0,0,0,0
39,2,0.0,62.0,0,1,1,0,0,0,0,0
1,2,0.0,105.0,0,1,1,0,0,0,0,0
121,2,0.0,76.5,0,1,2,0,0,0,0,0
5,2,0.0,90.0,0,1,4,0,0,0,0,0
0,2,0.0,75.0,2,1,4,0,0,0,0,0
0,2,0.0,115.0,0,1,5,0,0,0,0,0
1,1,0.0,70.0,0,0,2,0,0,1,0,0
97,2,0.0,76.5,0,0,2,0,0,0,0,0
85,3,0.0,50.3,0,0,2,0,0,3,0,0
3,2,0.0,153.0,0,0,3,0,0,0,0,0
147,2,0.0,76.5,0,0,3,0,0,0,0,0
89,2,0.0,76.5,0,0,4,0,0,0,0,0
0,2,0.0,62.8,0,0,1,0,0,0,0,0
41,2,0.0,62.0,0,0,2,0,0,0,0,0
4,1,0.0,88.0,1,0,2,0,0,0,0,0
41,2,0.0,62.0,0,0,2,0,0,0,0,0
41,2,0.0,62.0,0,0,2,0,0,0,0,0
41,2,0.0,62.0,0,0,2,0,0,0,0,0
1,2,0.0,110.0,0,0,4,0,0,0,0,0
7,2,0.0,90.0,1,1,4,0,0,0,0,0
0,2,0.0,89.0,1,0,2,0,0,0,0,0
5,2,0.0,98.0,1,0,3,0,0,0,0,0
0,2,0.0,89.0,1,0,2,0,0,0,0,0
87,2,0.0,76.5,0,2,3,0,0,0,0,0
8,2,0.0,76.5,1,2,5,0,0,0,0,0
87,2,0.0,12.0,0,0,1,0,0,0,0,0
87,2,0.0,12.0,0,0,1,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
1,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
87,2,0.0,12.0,0,0,1,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
39,2,0.0,101.5,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
0,2,0.0,109.0,0,0,2,0,0,0,0,0
6,2,0.0,95.33,2,1,2,0,0,0,0,0
3,2,0.0,126.67,2,1,2,0,0,0,0,0
6,2,0.0,95.33,2,1,2,0,0,0,0,0
5,2,2.0,162.0,1,1,1,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
5,1,0.0,99.75,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
93,2,0.0,76.5,2,2,3,0,0,0,0,0
93,2,0.0,85.5,1,2,3,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
40,2,0.0,62.0,0,2,2,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,1,0.0,36.25,0,2,1,0,0,1,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
2,2,1.0,68.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
11,3,0.0,138.5,1,2,1,0,0,1,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
2,1,0.0,72.5,0,2,1,0,0,0,0,0
131,2,0.0,94.5,0,2,1,0,0,0,0,0
8,2,0.0,99.0,1,1,0,0,0,1,0,0
6,2,2.0,162.0,0,1,0,0,0,0,0,0
127,2,0.0,63.75,1,2,1,0,0,0,0,0
90,2,0.0,76.5,0,2,4,0,0,0,0,0
0,1,0.0,114.0,0,1,0,0,0,0,0,0
46,1,0.0,60.0,0,1,1,0,0,1,0,0
6,2,0.0,75.0,2,1,2,0,0,1,0,0
9,2,2.0,153.0,1,1,2,0,0,0,0,0
3,2,0.0,120.0,0,1,2,0,0,0,0,0
9,1,2.0,153.0,2,1,2,0,0,0,0,0
3,2,0.0,120.0,0,1,2,0,0,0,0,0
3,2,0.0,130.0,0,1,3,0,0,0,0,0
3,2,0.0,99.0,0,1,3,0,0,0,0,0
10,2,0.0,99.0,1,1,3,0,0,0,0,0
3,2,0.0,119.0,0,1,4,0,0,0,0,0
11,2,0.0,90.0,2,1,4,0,0,0,0,0
3,2,0.0,79.2,0,1,5,0,0,0,0,0
4,2,1.0,134.17,2,1,5,0,0,0,0,0
3,2,0.0,136.0,0,2,5,0,0,0,0,0
3,2,0.0,79.2,0,2,5,0,0,0,0,0
46,1,0.0,60.0,0,1,1,0,0,1,0,0
1,2,0.0,114.0,0,0,1,0,0,0,0,0
1,1,0.0,114.0,0,0,1,0,0,0,0,0
1,2,0.0,114.0,0,0,1,0,0,0,0,0
1,1,0.0,114.0,0,0,1,0,0,0,0,0
1,2,0.0,114.0,0,0,1,0,0,0,0,0
4,1,0.0,84.0,0,0,1,0,0,0,0,0
1,1,0.0,114.0,0,0,1,0,0,0,0,0
11,2,0.0,75.0,0,0,2,0,0,1,0,0
11,2,0.0,75.0,0,0,2,0,0,1,0,0
11,2,0.0,75.0,0,0,2,0,0,1,0,0
7,2,0.0,75.0,0,0,4,0,0,1,0,0
5,2,0.0,98.62,2,3,10,0,0,0,0,0
13,1,0.0,80.0,2,0,2,0,0,0,0,0
11,1,0.0,67.0,0,0,2,0,0,2,0,0
13,2,0.0,90.0,2,0,2,0,0,0,0,0
104,2,0.0,76.5,0,0,3,0,0,0,0,0
11,2,0.0,75.0,0,0,2,0,0,1,0,0
135,2,0.0,55.08,0,0,4,0,0,0,0,0
118,2,0.0,63.75,0,0,1,0,0,0,0,0
3,2,0.0,75.0,1,0,2,0,0,0,0,0
1,2,0.0,106.0,3,0,2,0,0,0,0,0
1,2,0.0,106.0,3,0,2,0,0,0,0,0
13,1,0.0,80.0,1,0,3,0,0,0,0,0
7,2,1.0,119.5,1,1,3,0,0,0,0,0
107,2,0.0,76.5,1,1,2,0,0,0,0,0
10,2,2.0,153.0,2,1,2,0,0,1,0,0
0,2,0.0,124.0,0,1,2,0,0,0,0,0
0,2,0.0,124.0,0,1,2,0,0,0,0,0
0,2,0.0,90.0,0,1,2,0,0,0,0,0
0,2,0.0,124.0,0,1,2,0,0,0,0,0
99,2,0.0,76.5,0,2,5,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
17,2,0.0,35.2,0,2,1,0,0,0,0,0
44,2,0.0,86.0,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
117,2,0.0,76.5,0,0,1,0,0,0,0,0
113,2,0.0,76.5,1,0,1,0,0,0,0,0
113,2,0.0,76.5,2,0,1,0,0,0,0,0
5,2,0.0,75.0,0,1,1,0,0,0,0,0
3,2,0.0,98.0,2,1,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
44,2,0.0,86.0,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
17,2,0.0,35.2,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
138,2,0.0,94.5,0,2,1,0,0,0,0,0
1,2,0.0,12.0,0,2,2,0,0,1,0,0
11,2,0.0,90.0,2,2,2,0,0,0,0,0
96,2,0.0,76.5,0,2,5,0,0,0,0,0
15,2,0.0,99.0,0,1,0,0,0,0,0,0
4,1,0.0,80.0,0,2,3,0,0,0,0,0
53,2,0.0,62.0,0,1,1,0,0,0,0,0
53,2,0.0,62.0,0,1,1,0,0,0,0,0
53,2,0.0,62.0,0,1,1,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,1,0.0,60.0,0,0,4,0,0,1,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
12,2,0.0,12.0,1,0,2,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
50,2,0.0,62.0,0,0,4,0,0,0,0,0
1,2,1.0,0.0,2,0,1,0,0,2,0,0
55,2,0.0,62.0,0,0,2,0,0,0,0,0
2,2,0.0,62.0,0,0,2,0,0,0,0,0
2,2,0.0,62.0,0,0,2,0,0,0,0,0
55,2,0.0,62.0,0,0,2,0,0,0,0,0
5,1,0.0,65.0,0,0,2,0,0,0,0,0
2,2,0.0,62.0,0,0,2,0,0,0,0,0
55,2,0.0,62.0,0,0,2,0,0,0,0,0
118,2,0.0,58.9,1,0,4,0,0,0,0,0
118,2,0.0,58.9,1,0,4,0,0,0,0,0
118,2,0.0,58.9,1,0,4,0,0,0,0,0
1,2,0.0,160.0,0,0,1,0,0,0,0,0
15,1,0.0,80.0,1,0,2,0,0,0,0,0
13,2,0.0,85.29,1,2,5,0,0,0,0,0
15,2,0.0,85.29,1,2,5,0,0,0,0,0
0,2,0.0,62.8,0,2,6,0,0,0,0,0
10,1,0.0,80.0,1,0,1,0,0,1,0,0
10,2,0.0,90.0,2,0,1,0,0,0,0,0
11,2,0.0,90.0,2,0,1,0,0,0,0,0
11,2,2.0,153.0,2,0,2,0,0,0,0,0
162,2,0.0,76.5,1,1,2,0,0,1,0,0
148,2,0.0,79.9,2,2,3,0,0,0,0,0
17,1,0.0,97.77,1,4,10,0,0,0,0,0
11,2,0.0,90.0,2,0,1,0,0,0,0,0
12,2,0.0,90.0,2,0,1,0,0,1,0,0
15,2,2.0,153.0,0,1,1,0,0,0,0,0
145,2,0.0,94.5,0,2,1,0,0,0,0,0
145,2,0.0,94.5,0,2,1,0,0,0,0,0
145,2,0.0,94.5,0,2,1,0,0,0,0,0
10,2,0.0,156.0,1,2,2,0,0,0,0,0
149,2,0.0,80.75,0,2,2,0,0,0,0,0
17,2,0.0,97.5,1,2,4,0,0,1,0,0
17,1,0.0,87.5,1,2,4,0,0,1,0,0
18,2,0.0,98.57,2,2,5,0,0,0,0,0
12,1,0.0,79.0,0,1,0,0,0,0,0,0
12,2,0.0,90.0,2,1,0,0,0,0,0,0
12,1,0.0,79.0,0,1,0,0,0,0,0,0
2,1,0.0,65.0,1,1,0,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
104,2,0.0,90.0,0,2,1,0,0,0,0,0
18,2,0.0,89.0,1,2,3,0,0,0,0,0
145,2,0.0,90.0,0,1,2,0,0,0,0,0
145,2,0.0,90.0,0,1,2,0,0,0,0,0
145,2,0.0,80.0,0,1,2,0,0,0,0,0
145,2,0.0,90.0,0,1,2,0,0,0,0,0
145,2,0.0,90.0,0,1,2,0,0,0,0,0
21,1,0.0,91.25,1,1,3,0,0,0,0,0
18,2,0.0,101.25,1,1,3,0,0,0,0,0
13,1,0.0,92.0,2,1,4,0,0,0,0,0
9,2,0.0,109.0,2,1,4,0,0,0,0,0
15,2,2.0,165.0,1,0,5,0,0,0,0,0
6,2,0.0,116.62,1,3,10,0,0,0,0,0
37,2,0.0,103.5,2,0,1,0,0,0,0,0
21,2,0.0,105.0,0,0,2,0,0,0,0,0
79,2,0.0,89.25,0,0,3,0,0,0,0,0
49,2,0.0,76.5,0,0,3,0,0,0,0,0
49,2,0.0,76.5,0,0,3,0,0,0,0,0
8,2,0.0,117.67,2,0,3,0,0,0,0,0
0,1,0.0,133.0,0,0,2,0,0,0,0,0
63,2,0.0,116.0,0,0,2,0,0,0,0,0
63,2,0.0,116.0,0,0,2,0,0,0,0,0
63,2,0.0,116.0,0,0,2,0,0,0,0,0
63,2,0.0,116.0,0,0,2,0,0,0,0,0
63,2,0.0,116.0,0,0,2,0,0,0,0,0
63,2,0.0,56.0,0,0,2,0,0,0,0,0
63,2,0.0,116.0,0,0,2,0,0,0,0,0
63,2,0.0,116.0,0,0,2,0,0,0,0,0
63,2,0.0,116.0,0,0,2,0,0,0,0,0
106,2,0.0,89.25,0,0,2,0,0,0,0,0
69,1,0.0,88.83,0,2,4,0,0,0,0,0
69,2,0.0,97.33,1,2,4,0,0,0,0,0
0,1,0.0,133.0,1,0,1,0,0,0,0,0
5,2,0.0,124.0,1,0,1,0,0,0,0,0
25,2,0.0,105.0,1,0,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,1,0.0,60.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,1,0.0,60.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
65,2,0.0,62.0,0,1,1,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
3,1,0.0,0.0,0,2,2,0,0,1,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
61,2,0.0,62.0,0,2,2,0,0,0,0,0
